Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time
2022-11-01 15:14:37.624,149,165759,132865,63086,54158,-0.054,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.671,150,165839,132945,63110,54181,-0.052,-0.136,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.717,151,165868,132984,63137,54210,-0.048,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.748,152,165723,132851,63192,54294,-0.051,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.795,153,165472,132605,63169,54284,-0.052,-0.134,0.986,0,60,0,830,50,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.826,154,165277,132414,63066,54177,-0.049,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.872,155,165181,132332,62996,54102,-0.051,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.905,156,165139,132310,62980,54077,-0.052,-0.133,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.950,157,165137,132328,62987,54082,-0.052,-0.137,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:37.997,158,165152,132372,62999,54090,-0.05,-0.133,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:38.026,159,165138,132383,63021,54115,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:38.060,160,165096,132371,63042,54138,-0.052,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:38.106,161,165054,132344,63029,54121,-0.051,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:38.137,162,165026,132328,63007,54102,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54877
2022-11-01 15:14:38.183,163,165035,132350,63001,54089,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.215,164,165059,132390,63002,54087,-0.05,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.262,165,165099,132456,63007,54092,-0.05,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.293,166,165159,132522,63027,54101,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.341,167,165232,132596,63042,54113,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.373,168,165304,132670,63061,54128,-0.054,-0.136,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.419,169,165334,132709,63083,54158,-0.048,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.465,170,165152,132544,63121,54226,-0.051,-0.132,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.496,171,164819,132242,63093,54209,-0.051,-0.138,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.544,172,164542,132009,62973,54087,-0.052,-0.133,0.984,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.582,173,164371,131875,62893,54005,-0.051,-0.135,0.986,0,60,0,815,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.623,174,164269,131822,62872,53978,-0.051,-0.133,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.669,175,164218,131815,62876,53978,-0.052,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.717,176,164196,131825,62886,53984,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.751,177,164166,131828,62906,54002,-0.052,-0.133,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.796,178,164082,131779,62924,54029,-0.052,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.827,179,164007,131725,62908,54016,-0.053,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.874,180,163938,131688,62886,53991,-0.049,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.904,181,163921,131686,62874,53974,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.936,182,163919,131714,62872,53973,-0.05,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:38.983,183,163959,131760,62884,53977,-0.049,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:39.031,184,163996,131821,62899,53992,-0.052,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:39.079,185,164047,131879,62923,54011,-0.047,-0.135,0.988,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:39.109,186,164098,131944,62937,54018,-0.054,-0.133,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:39.141,187,164150,132003,62965,54049,-0.05,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54878
2022-11-01 15:14:39.173,188,164031,131917,63003,54107,-0.049,-0.133,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.220,189,163665,131606,63002,54139,-0.051,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.267,190,163280,131272,62898,54033,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.301,191,163008,131058,62794,53928,-0.049,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.345,192,162846,130949,62754,53886,-0.05,-0.134,0.985,0,60,0,754.3,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.377,193,162740,130890,62760,53887,-0.05,-0.132,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.425,194,162677,130872,62774,53901,-0.051,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.457,195,162631,130862,62792,53919,-0.048,-0.133,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.505,196,162530,130812,62809,53939,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.536,197,162410,130738,62812,53944,-0.052,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.581,198,162299,130676,62794,53927,-0.051,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.612,199,162239,130657,62783,53917,-0.049,-0.133,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.660,200,162223,130672,62786,53914,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.694,201,162244,130708,62804,53927,-0.051,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.740,202,162273,130756,62821,53943,-0.051,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.786,203,162322,130814,62851,53962,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.816,204,162371,130878,62873,53987,-0.051,-0.132,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.864,205,162421,130933,62892,54005,-0.049,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.895,206,162398,130930,62929,54047,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.944,207,162087,130674,62975,54122,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:39.976,208,161632,130305,62919,54085,-0.053,-0.133,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:40.023,209,161255,130008,62811,53973,-0.048,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:40.053,210,161045,129856,62747,53904,-0.049,-0.134,0.986,0,60,0,715.2,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:40.102,211,160924,129795,62737,53890,-0.05,-0.133,0.988,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:40.133,212,160854,129775,62743,53895,-0.051,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54879
2022-11-01 15:14:40.181,213,160826,129793,62760,53905,-0.049,-0.133,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.213,214,160751,129776,62774,53923,-0.049,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.260,215,160650,129719,62783,53939,-0.051,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.307,216,160533,129657,62771,53928,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.338,217,160465,129623,62759,53908,-0.05,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.387,218,160442,129631,62755,53896,-0.051,-0.133,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.417,219,160461,129678,62768,53908,-0.05,-0.133,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.464,220,160521,129737,62777,53917,-0.049,-0.133,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.496,221,160601,129812,62794,53926,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.542,222,160670,129878,62820,53949,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.574,223,160750,129943,62832,53956,-0.052,-0.132,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.622,224,160825,130012,62853,53977,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.652,225,160769,129978,62884,54025,-0.048,-0.133,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.699,226,160420,129694,62912,54075,-0.049,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.746,227,160012,129382,62848,54023,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.778,228,159728,129180,62767,53932,-0.048,-0.134,0.987,0,60,0,728.5,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.824,229,159612,129115,62725,53885,-0.049,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.855,230,159564,129106,62727,53881,-0.053,-0.131,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.901,231,159578,129148,62734,53885,-0.051,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.932,232,159595,129199,62752,53902,-0.049,-0.132,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:40.978,233,159559,129204,62767,53921,-0.051,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:41.024,234,159489,129174,62781,53929,-0.052,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:41.054,235,159439,129157,62766,53914,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:41.101,236,159426,129179,62761,53902,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:41.148,237,159463,129238,62761,53899,-0.051,-0.135,0.984,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54880
2022-11-01 15:14:41.179,238,159527,129318,62772,53905,-0.049,-0.134,0.988,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.226,239,159620,129420,62786,53913,-0.049,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.258,240,159729,129535,62807,53927,-0.051,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.304,241,159823,129635,62821,53942,-0.053,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.335,242,159916,129742,62839,53956,-0.053,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.382,243,159965,129804,62857,53979,-0.048,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.415,244,159774,129684,62892,54040,-0.049,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.460,245,159450,129458,62878,54033,-0.054,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.505,246,159210,129309,62798,53951,-0.051,-0.134,0.985,0,60,0,736.7,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.537,247,159102,129274,62747,53890,-0.048,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.585,248,159087,129311,62738,53875,-0.054,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.616,249,159149,129404,62752,53880,-0.051,-0.136,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.663,250,159208,129491,62768,53894,-0.05,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.694,251,159232,129552,62797,53925,-0.052,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.741,252,159209,129561,62811,53944,-0.053,-0.136,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.787,253,159200,129585,62803,53929,-0.051,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.819,254,159231,129639,62796,53923,-0.051,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.866,255,159284,129713,62802,53918,-0.052,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.897,0,159374,129817,62814,53922,-0.05,-0.135,0.984,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.943,1,159480,129938,62827,53934,-0.052,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:41.974,2,159591,130059,62848,53946,-0.052,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:42.023,3,159707,130179,62868,53968,-0.054,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:42.057,4,159804,130290,62893,53993,-0.047,-0.135,0.988,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:42.101,5,159747,130273,62925,54049,-0.052,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:42.133,6,159485,130096,62965,54103,-0.054,-0.137,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54881
2022-11-01 15:14:42.177,7,159223,129912,62902,54047,-0.051,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.225,8,159087,129833,62841,53975,-0.048,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.258,9,159067,129856,62826,53950,-0.05,-0.134,0.986,0,60,0,735,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.301,10,159108,129941,62840,53958,-0.051,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.341,11,159182,130039,62858,53972,-0.049,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.386,12,159227,130111,62881,53995,-0.047,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.433,13,159224,130144,62905,54023,-0.054,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.466,14,159214,130158,62899,54020,-0.052,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.502,15,159240,130200,62887,54001,-0.052,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.533,16,159287,130261,62887,53998,-0.052,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.581,17,159363,130344,62897,54001,-0.051,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.627,18,159480,130459,62908,54008,-0.054,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.658,19,159595,130576,62933,54027,-0.051,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.705,20,159717,130695,62957,54045,-0.054,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.736,21,159825,130807,62988,54074,-0.05,-0.134,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.783,22,159786,130795,63024,54140,-0.049,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.815,23,159533,130610,63062,54199,-0.053,-0.136,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.861,24,159282,130437,63012,54148,-0.052,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.899,25,159148,130360,62947,54078,-0.048,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.939,26,159114,130372,62930,54054,-0.051,-0.137,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:42.987,27,159136,130427,62940,54055,-0.05,-0.134,0.986,0,60,0,746.8,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:43.021,28,159196,130511,62949,54062,-0.049,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:43.064,29,159242,130584,62970,54081,-0.049,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:43.095,30,159252,130617,62992,54111,-0.052,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:43.142,31,159255,130631,62987,54109,-0.05,-0.134,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54882
2022-11-01 15:14:43.173,32,159284,130671,62976,54095,-0.05,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.221,33,159350,130736,62977,54088,-0.052,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.254,34,159443,130820,62982,54089,-0.052,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.299,35,159552,130915,62994,54097,-0.049,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.345,36,159675,131021,63015,54109,-0.049,-0.135,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.376,37,159799,131132,63027,54119,-0.052,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.439,38,159927,131246,63043,54135,-0.053,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.475,39,159979,131289,63065,54168,-0.048,-0.135,0.985,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.507,40,159817,131147,63105,54238,-0.05,-0.134,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.545,41,159548,130910,63080,54224,-0.053,-0.136,0.987,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.592,42,159355,130751,63004,54140,-0.05,-0.135,0.986,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.624,43,159281,130699,62953,54085,-0.05,-0.134,0.984,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.670,44,159283,130712,62945,54067,-0.051,-0.135,0.986,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.717,45,159315,130750,62945,54067,-0.052,-0.135,0.985,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
2022-11-01 15:14:43.745,46,159383,130809,62958,54078,-0.049,-0.134,0.986,0,61,0,730.5,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,54883
